ID,LakeName,ResidentialCount_2004,ResidentialCount_2005,ResidentialCount_2006,ResidentialCount_2007,ResidentialCount_2008,ResidentialCount_2009,ResidentialCount_2010,ResidentialCount_2011,ResidentialCount_2012,ResidentialCount_2013,ResidentialCount_2014,ResidentialCount_2015,AgriculturalCount_2005,AgriculturalCount_2006,AgriculturalCount_2007,AgriculturalCount_2008,AgriculturalCount_2009,AgriculturalCount_2010,AgriculturalCount_2011,AgriculturalCount_2012,AgriculturalCount_2013,AgriculturalCount_2014,AgriculturalCount_2015,CommercialCount_2005,CommercialCount_2006,CommercialCount_2007,CommercialCount_2008,CommercialCount_2009,CommercialCount_2010,CommercialCount_2011,CommercialCount_2012,CommercialCount_2013,CommercialCount_2014,CommercialCount_2015,IndustrialCount_2005,IndustrialCount_2006,IndustrialCount_2007,IndustrialCount_2008,IndustrialCount_2009,IndustrialCount_2010,IndustrialCount_2011,IndustrialCount_2012,IndustrialCount_2013,IndustrialCount_2014,IndustrialCount_2015,PublicCount_2005,PublicCount_2006,PublicCount_2007,PublicCount_2008,PublicCount_2009,PublicCount_2010,PublicCount_2011,PublicCount_2012,PublicCount_2013,PublicCount_2014,PublicCount_2015
53,Cobblecrest Lake,,0,0.003229974,-0.02073882,-0.013809524,0.015030531,0.010173263,0.011241368,-0.002436251,0.228127025,-0.000629723,-0.00188798,0,-0.416666667,-1.882352941,-0.387755102,0.191176471,0.254545455,0.292682927,0,0,0,-0.034482759,0,0.018867925,0.038461538,-1.475,0.501010101,-0.024291498,-0.015810277,0.007782101,0.011764706,0,-0.023809524,0,-0.037735849,-0.054545455,-0.051724138,0.032786885,0.06779661,0.036363636,0.037735849,0.078431373,0.063829787,0,0,0.013888889,0,0,0,0,0,0,0,0,0
54,Cobblestone Lake,,-0.021808089,-0.02056655,-0.007604563,-0.009150943,0.000560905,-0.004489758,-0.004004097,-0.006492302,-0.021009952,-0.011281588,-0.011334226,0.019230769,-0.014705882,0,0.038647343,0.020100503,-0.020512821,0.025125628,0.005154639,-0.010362694,-0.18974359,0.185344828,-0.036553525,0.010075567,0.081424936,-0.060941828,0.041775457,0.005449591,-0.005479452,-0.010899183,0.010781671,0.005449591,-0.038356164,0,-0.730769231,0.244444444,0.323529412,-0.065217391,-0.040816327,-0.058823529,-0.037037037,0,-0.035714286,-0.017241379,0.041666667,0,-0.260869565,0.034482759,0,0,0.071428571,0.076923077,0,0.166666667,-0.05
55,Colby Lake,,0,0,-0.031353867,-0.042109786,0.024121225,0.492447449,0.00062435,-0.014785506,-0.050277037,-0.025205158,-0.00933867,0,0,0.093023256,0.102564103,0.028571429,-0.117647059,-1.894736842,0.745454545,0.142857143,-0.083333333,0,0,0,0,0,0,-18,0,0.157894737,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028469751,0.512110727,-1.014184397,-1.535211268,-0.101388889,0.047919294,-0.01589404,0.002607562,-0.041830065
56,Coon Lake,,0,-6.661392405,-0.015282941,0.006509357,-0.001638002,0.000408831,0.000817996,-0.00286533,-0.002040816,-0.000407332,0.002035831,0,0.956910908,0.024154589,0.099009901,-0.038461538,0.015873016,-0.010752688,-0.430851064,0.007434944,0.007490637,-0.01509434,0,-5.757575758,0,0.040358744,0.028037383,0.024038462,0.009852217,0.019900498,0.025380711,0.026041667,0.026737968,0,0,-1.333333333,0.285714286,0,0,0,0,0,0,0.2,0,0,0,0.189973615,-0.003257329,-0.029220779,0,-0.003154574,-0.003144654,-0.003134796,-0.00625
57,Cornelia Lake,,0,-1.078222949,-0.226360656,-0.098812961,0.270948905,0.263516219,0.009062897,0.00128041,-0.267399267,-0.000578035,0.000144425,0,-9.113895216,-0.388513514,-0.149391727,0.394298617,0.44221808,0.021720969,0.003415884,-0.986289632,0,0,0,0,-0.054545455,-0.50862069,0.234285714,0.134328358,0,0,0.060344828,-0.055045872,-0.086956522,0,-28.8590604,-0.387727579,-0.149011986,0.584437553,0.645183175,0.996175908,0,0,0,-0.5,0,-29.71724138,-0.387292322,-0.149053245,0.393521127,0.440780307,0.021594684,0.003395586,-0.980408859,0,0
58,Courthouse Lake,,0.150705837,0.667565139,-0.001351351,-0.012145749,-0.001333333,-1.893475366,0.007823286,-0.012059369,-0.136571952,0.114112903,-0.004096495,0.02238806,0.839694656,-0.047619048,0.272727273,0.375,-6.7,-0.597402597,0.146341463,0.114285714,-0.064516129,-0.242424242,0,1,0,0,0,0,-9.153846154,0.204545455,0.152380952,-0.601123596,-0.064912281,0.254237288,0.590909091,0,0,0,-2.583333333,-1.550387597,0.194528875,0.256603774,-1.045685279,0.076923077,0.221658206,0.730434783,0,-0.072580645,0.015037594,-2.328244275,-0.137614679,0.022177419,0.055670103,-0.080786026,-0.008080808
59,Cowley Lake,,0,-0.011525629,-0.166116942,0.003342762,-0.002321981,-0.002059202,0.000513743,0.00077101,0.342592593,-0.001564945,-0.006640625,0,-2.631578947,0.795031056,-0.02020202,0.059405941,-0.021052632,-0.030927835,0.03,-0.030927835,0,-0.08,0,0.042735043,-0.053571429,0.029661017,-0.043668122,0.008368201,-0.05907173,0.039840637,-0.066390041,-0.046692607,0.014869888,0,-0.05,-0.034013605,0,-0.019736842,0.012903226,-0.026143791,0.089171975,-0.013986014,0,0.013793103,0,-0.157894737,-0.863636364,-0.024390244,0,-0.095238095,-0.130434783,0.038461538,-0.04,0,-0.230769231
60,Crane Lake,,0,0.039426523,-0.006965174,-0.072134387,-0.003917051,0.006655956,0.021950092,0.003071108,0.338151659,0,-0.000716076,0,-0.133333333,0,-1,-0.022058824,0,0.115107914,0,0,0,0,0,0,0.005434783,-0.295081967,0.181434599,-0.010309278,-0.005102041,0,-0.005076142,-0.03030303,-0.049019608,0,-4.1,0.039215686,-0.959183673,-0.125,-0.018518519,0,-0.145454545,0.650793651,0.045454545,0.428571429,0,-0.022222222,0,-0.173913043,0,0,0,0,0,-0.111111111,0
61,Crooked Lake,,0,-4.391993595,-0.014908087,0.001814192,-0.002345147,-0.000614161,0.000759923,-0.0001755,0.054220039,-0.000711194,-0.005191113,0,0.99433233,0.167213115,0.106299213,0.017621145,0.049327354,0.009433962,-0.028571429,0,0.023148148,-0.009478673,0,-0.043733093,-0.020734341,-0.023275497,0.045905707,0.004334634,0.004353505,-0.003060778,0.015693112,0.005314438,0.002671416,0,-15.92307692,-0.068181818,0.004255319,-0.021367521,0.029288703,0,0,0.021551724,0.013215859,0.026785714,0,-48.125,0.023324852,0.045592705,-0.001364877,-0.008178101,-0.018927445,-0.052631579,0.022268908,0.000429738,0.011607911
62,Crystal Lake,,0,0,0,-0.001152738,0.001727116,0,0.000576701,-0.000577034,0,0,0.002306805,0,0,0,0,0,0,0,0,0,0,0,-0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Cynthia Lake,,0.392857143,1,0,0,0,0,-0.134328358,-0.315789474,-0.23,0.329268293,0.003030303,0.35235732,1,0,0,0,0,-0.070866142,0.003676471,0.029520295,-0.022813688,-0.007434944,0,1,0,0,0,0,0,0.045454545,0.142857143,-0.111111111,0.05,0,0,0,0,0,0,0,0,0,0,0,0.363636364,1,0,0,0,0,-0.066666667,0,-0.0625,-0.058823529,-0.166666667
64,Dan Patch Lake,,0.286189684,0.909938546,0,-0.002352941,0.025821596,-10.99277108,0.012055455,-0.045352857,-0.395136187,0.320736299,-0.005132416,0.225352113,1,0,0,0,0,-0.578947368,0.033333333,0.206896552,-0.391304348,0.28125,0,0.987055016,0,0,0,0,-285.25,0.055895197,0.182238668,-0.280542986,0.001766784,0.212230216,0.98630137,0.333333333,-3,0.5,-84.25,-1.296187683,0.086845466,0.254545455,-0.465290807,0.020486556,0.325129534,0.996161228,0,-1,0,-140.25,-0.063716814,-0.009983361,0,-0.031301483,0.025559105
65,DeMontreville Lake,,0,0,0.032128514,0.024896266,-0.034042553,0.485596708,0.032,0,0.016528926,-0.008403361,0.05,0,0,0,0,0,0,-0.4,0.428571429,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146341463,0.485714286,-1.055555556,0.027027027,-0.333333333,0.166666667,0,0.05,0
66,Dean Lake,,0.276433399,0.998794818,0,0,0,-886.5,-0.006197183,-0.024076148,-0.405412794,0.295856837,0.001381215,0.333333333,0.95,0,0.5,0,-25,-0.038461538,0.111111111,-0.25,-0.133333333,0.029411765,0,1,0,0,0,0,0,0.083700441,0.222355769,-0.389489954,-0.050055617,0.314814815,1,0,0,0,0,-1.467128028,0.113604488,0.30221519,-0.557823129,-0.040756914,0.382022472,1,0,0,0,0,-0.114143921,-0.002227171,0.026666667,-0.052511416,-0.023861171
67,Deeg Lake,,-0.024080268,-0.001959504,-0.01781834,0,0.000533732,0.002456478,0.000214133,0,0.000428357,-0.007285194,0.002446288,0,0,0,0,0,0,0,0,0,0,0,-0.061994609,-0.005076142,-0.037878788,0.01459854,0.002469136,-0.00990099,-0.009803922,-0.014563107,0,0,-0.002392344,0,0,0.068965517,0,-0.037037037,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0.25,0
68,Deep Lake,,-0.052805281,-0.119122257,0,-0.005602241,-0.033426184,-0.047169811,0.002574003,0.010322581,-0.070404172,0.400730816,-0.052845528,-6.25,0.08045977,-0.025,0.231707317,0,0.031746032,0,0.016393443,0,0.033333333,-0.051724138,0,1,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.285714286,0,0,0,0.777777778,0,0,0,0.142857143,-0.083333333
69,Diamond Lake,,0,-0.678738318,-0.002783577,0.009021513,-0.00210084,-0.001397624,-0.00209351,-0.002089136,0.211952745,-0.001763668,-0.007042254,0,0.908461538,0.058823529,0,0.026785714,0.009174312,-0.027777778,-0.054054054,0.017094017,-0.12173913,-1.240310078,0,0.54516129,-0.070921986,-0.046357616,-0.025316456,0.024691358,0.037974684,0.039473684,-0.04109589,0.039473684,-0.01369863,0,-8.85,0.015228426,-0.041237113,-0.00990099,-0.019607843,0.028846154,-0.00990099,0.009803922,-0.03960396,0.00952381,0,-5.954545455,0.026143791,-0.026845638,0.026143791,0,0,-0.067114094,0,0,0.025157233
70,Downs Lake,,0,0,0,0.002770083,-0.002777778,0.479224377,0,0.031914894,0,0.010989011,-0.005555556,0,0,0,0,0,-0.333333333,0.125,0.428571429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,-0.923076923,-0.44,0.111111111,0.1875,0,0,0
71,DuBay Lake,,0,0.001322052,-0.012708499,0.00130719,0.003664921,-0.005780347,-0.001044932,0.002609603,0.369701727,-0.00913242,-0.026737968,0,0.018404908,0.0125,-0.094936709,0.075144509,-0.0375,-0.114457831,0.043243243,-0.028248588,-0.478021978,0.289962825,0,0.05,-0.105263158,0.015873016,0,-0.032258065,0.171875,-0.075471698,0,-0.070175439,0,0,0,-0.095238095,0,-0.695652174,0,0.153846154,0.060606061,0.032258065,0,0,0,-0.037974684,0,-0.024390244,0.19047619,0,0,-0.102941176,-0.026666667,-0.038961039,0
72,Duck Lake,,0,0.014250428,-0.00385505,-0.023041475,0.012012012,-0.000379939,0.00151918,-0.008178014,0.367477834,0.000596481,-0.000298418,0,-0.27027027,0.021276596,-0.97826087,0,0,0,0,0,0,0,0,0.025641026,0,-0.263157895,0.104166667,0,-0.046511628,-0.755555556,0.417721519,0,0,0,-0.5,0.333333333,0,0,0,0,0,0.5,-1,0.5,0,-0.008,0,-0.007936508,0,0,0.015748031,0,-0.016,0,0
73,Dutch Lake,,0,0.002613696,0.027253669,0.004310345,-0.017857143,0.004784689,0.00267094,-0.002678093,0.355769231,-0.009121061,-0.023829088,0,0.017241379,0.070175439,0.037735849,0,-0.235294118,0.063492063,-0.050847458,-0.096774194,-0.147058824,0.153846154,0,0,0,-0.078431373,0.072727273,-0.235294118,0,0,0,-0.063492063,-1.791044776,0,0,0,0,0,0,0,1,0,0,0,0,-0.040816327,0,0,0,-0.039215686,0,0,-0.113207547,0,0.06779661
74,Eagle Lake,,-0.016806723,-0.024793388,-0.024193548,-0.047244094,0.007518797,0.303030303,0,0.043478261,-0.238636364,0.137614679,0,-0.013215859,0.013043478,0,0.008810573,-0.013333333,-0.01754386,0.017241379,-0.01754386,0.017241379,-0.048245614,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.176470588,0,0,0,0,-0.142857143
75,Eagle Point Lake,,0,0,0,-0.0125,0.012345679,0.45,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,-0.125,0,0,0,0,0
76,Earley Lake,,0.000486736,-0.000486973,0.000486736,0.000486973,0.001461632,-0.000731886,-0.000975134,0.000487092,0.000974659,0,0.002439024,0,0,0,0,0,0,0,0,0,0,0,0.030456853,-0.062827225,-0.142857143,-0.00862069,-0.008547009,0.038135593,0,0.008810573,0,0.008888889,-0.035874439,0,0.074074074,0,0,0.08,0.130434783,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0
77,East Boot Lake,,0,0,0,0.333333333,0,0,0,0.25,0.333333333,0,0,0,0,0,0,0,-0.333333333,0.166666667,0.2,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454545455,-1.166666667,-0.230769231,0.25,0,0,0,0
78,East Lake,,-0.040141071,-0.135811602,-0.017314373,-0.009816998,-0.002905902,-0.015119587,0.000311381,-0.025852671,-0.017306816,-0.018007263,-0.00361593,-2.199706314,0.597062873,0.097949886,0.191919192,-0.0171875,0.010752688,0.007763975,-0.029733959,-0.001519757,-0.056145675,0.047413793,-0.111111111,-0.086111111,-0.023017903,-0.005,0.004975124,0.015,-0.005076142,0.005050505,0,-0.020304569,-0.004975124,0.1375,0.043478261,0.045454545,-0.015873016,0,0,0.046875,0,0,0,0.131147541,0.069364162,-0.037267081,0.023952096,-0.012269939,-0.078787879,0.011235955,0.039772727,0.00591716,0.005952381,0.05988024,0
79,East Twin Lake,,0,-4.010416667,-0.005197505,0.001034126,-0.001035197,-0.001034126,-0.005165289,-0.002055498,0.001025641,-0.002053388,0,0,0.792473118,-0.010362694,0.046153846,-0.13172043,0.009501188,0.023980815,-0.083538084,-0.036281179,0.008752735,0,0,0.676470588,-0.454545455,-0.0625,0.058823529,0,0.125,0,0.071428571,0.076923077,0,0,0,0,-0.015151515,-0.253731343,0,0,0,0,0,0,0,0,0,0.285714286,0,-0.057142857,0.027027027,0,-0.027777778,0.027027027,0
80,Echo Lake,,0,-8.064,0.01059135,-0.008028546,0.007079646,0.441176471,0,0,-0.006379585,0.063391442,-0.001692047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,-0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.6,0,0.393939394,-0.65,-1.060606061,0,-0.073529412,0,0.01369863,0.041666667
81,Edina Lake,,0,-0.210334125,0.000452557,-0.520827045,0.008732758,0.001801982,0.06177916,0.000106895,-0.229420569,-0.000173913,0.000173883,0,-0.663965424,0.000649351,-1.116959064,0.013505218,0,0.094586185,0,-0.575257732,0,0,0,-6.305755396,0.194813721,-0.87423563,-0.033170201,0.259157895,0.091219096,0.012195122,0.204495093,0.264226025,-0.175770687,0,-5.317880795,0.16221174,-0.95182984,-0.008012821,0.200158983,0.137547207,-0.000230468,-0.237327189,0.124022346,-0.071853741,0,-2.97826087,-0.021857923,-0.759358289,0,-0.185410334,-0.002564103,0.15601023,-2.675757576,0,0
82,Edith Lake,,0,0,0.012121212,0.00204499,-0.010245902,0.46653144,0,0.087452471,-0.016666667,0.008196721,0.020661157,0,0,0.041666667,-0.043478261,0.041666667,-0.695652174,-0.025641026,0.4,0,0.083333333,-0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074074074,0.49137931,-1,-0.152542373,-0.044117647,0.084507042,0.015384615,0,0.0625
83,Egg Lake,,0,-552.3333333,-0.034939759,-0.064804036,0.04664723,0.486047401,0.000371885,0.006696429,-0.002621723,0.00149421,-0.008230453,0,-0.27173913,0,0.017094017,0.043478261,0,0,0.072727273,-0.039215686,0.075471698,0.091836735,0,0.588235294,-0.142857143,0.1875,0.307692308,-28.33333333,0.007575758,-1.015267176,-0.018939394,-0.00929368,0.022099448,0,0,0,0.272727273,-0.25,0.05,0,-18.73684211,-0.010666667,-0.007915567,-0.005235602,0,0,-0.058608059,0.453287197,-0.829113924,-0.861591696,-0.026022305,-0.014492754,-0.025,-0.006968641,-0.003460208
84,Elmo Lake,,0,0,0,0,0,0.492537313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
85,Fahlstrom Pond,,0,0,0.005494505,0,-0.022099448,0.459459459,-0.01,0.069306931,0.010638298,-0.010752688,0,0,0,-0.029411765,0.028571429,-0.029411765,-0.085714286,0,0.157894737,0.09375,0,0,0,0,0,0,0,0,0,-0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333,-1.142857143,-0.2,-0.111111111,0.1,-0.111111111,0,0.1
86,Farquar Lake,,-0.026261586,-0.065228299,0.001256084,0,-0.007388775,-0.010611735,-0.01590488,-0.000911993,0,0.000303721,-0.000759532,1,0,0,0,0,0,0,0,0,0,0,0.875,-1,0,0,-1,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Fireman's Clayhole Lake,,-0.089638158,0.00754717,-0.001520913,-0.023538345,0.002225519,0.269888476,0.00203666,-0.231632653,0.14084507,-0.055930569,-0.112328767,0.55026455,0.058823529,0.05,0.013157895,0.186666667,-0.31147541,0.0125,-0.012658228,0.075,-0.905405405,0.496453901,0,0,0,0,0,0,-0.008888889,0.017621145,-0.004484305,-0.008928571,0.03539823,-0.6,0,0,0.25,0,0,0,0,0,-0.333333333,0.5,-0.07480315,0.084249084,0.008,-0.02016129,-0.003952569,-0.122047244,-0.028070175,-0.04778157,0.026058632,-0.036789298,-0.038709677
88,Fish Lake,,-0.019551672,-0.063781961,0.000990491,0,0.000594884,0.018716931,-0.015501786,-0.005375987,-0.009374175,0.008109876,-0.007121192,-0.6,-2.375,0.092592593,0.06122449,0,-0.217391304,0,0.178571429,0,-0.086956522,0.04,-0.030181087,-0.03125,-0.003787879,0,0.011320755,-0.064885496,0,0.007168459,0.032490975,0.026119403,0.001915709,0.043209877,0.051612903,0.068027211,0.04379562,0,0,0.053435115,-0.14516129,0.021126761,0,-0.071942446,-0.181818182,-1.461538462,-0.125,0.25,-0.333333333,-0.916666667,-0.173913043,0.049382716,0,0,0.051948052
89,Forest Lake,,0,0,0.007239223,-0.010606563,0.002951787,0.48125,0.005072923,0.015933716,0.001295337,0.000648508,0.002595717,0,0,0.142857143,0.25,0.111111111,-1.75,0,0.454545455,0,0,0,0,0,0,0,0,0,0.007092199,-0.014285714,0.007042254,0.007092199,-0.001785714,0,0,0,0,0,-1,0,-8,0,0,0,0,0,-0.011299435,0.502793296,-0.994382022,-0.104225352,-0.06122449,0.004807692,0,0,0.043478261
90,French Lake,,0,0.001798561,-0.423423423,0.003797468,0.001270648,-0.047073791,0.006075334,-0.001222494,0.308913309,0.014134276,-0.003584229,0,-1.63253012,0.640732265,-0.834394904,0.454861111,-0.006369427,-0.025316456,-0.104938272,0.033519553,-0.023121387,-0.073446328,0,-0.014492754,-0.214285714,0.023529412,0,0.024096386,0,-0.12345679,0.032967033,0.045454545,-0.023809524,0,-0.007751938,-0.076923077,-0.021428571,-0.055944056,0.013245033,0,0.040268456,-0.020979021,-0.01369863,-0.013513514,0,0.222222222,-0.142857143,0.0625,0.066666667,-0.142857143,-0.375,0,0,0,0
91,Friedrich's Pond,,0,0,0.028985507,0.044776119,0.015625,0.476190476,0,0.015151515,0,0,0.015384615,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0.5,-1,-1.166666667,0,0,0,0,0
92,Gables Lake,,0,0,0.000809607,-0.027683997,0.017739816,0.484816054,-0.003895092,0.011381273,-0.001569859,-0.035266458,-0.046429473,0,0,0.025695931,-0.010989011,0.008695652,-0.024122807,-0.012847966,0.169133192,0.027989822,-0.005235602,0.046875,0,0,0,0,0,0,0,0.418604651,0,0,-0.04,0,0,0,0,0,0,0,0,0,-2,0,0,0,0.009202454,0.495356037,-0.969325153,-0.333333333,-0.037383178,0.031531532,-0.004651163,-0.046296296,0.011061947
93,Gaystock Lake,,-0.201911589,-0.295228628,-0.022256332,-0.021021021,-0.016176471,0.36251809,0.002270148,0.003412969,-0.063926941,-0.019313305,-0.006315789,0.018987342,-0.025806452,-0.006289308,0,-0.0125,-0.037037037,0.035714286,-0.00617284,-0.012269939,0.012121212,-0.049079755,0,0,0,0,0,0,-0.181818182,-0.076923077,0.071428571,-0.230769231,0.125,0,0,0,0,0,0,0,-1,0,0,-0.5,0,0,-0.052631579,0,-0.1,0.204545455,0,0,-2.971428571,0.690647482,0.093023256
94,George Lake,,0,-60.08333333,-0.004092769,0.043478261,-0.001420455,0.002836879,0.001422475,-0.004273504,0,0.00141844,0.001420455,0,0.983572895,-0.083333333,0,0.153846154,-0.181818182,0,0,0,0,-0.076923077,0,-0.75,-0.214285714,0,0.058823529,0,0,0.125,-0.071428571,-0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033898305,0.139344262,-0.019047619,0,0,-0.065420561,0,0,0
95,George Watch Lake,,0,-19.5,-0.059233449,0.008223684,0.004975124,-0.0125,-0.000823045,0.002467105,-0.018136851,-0.008097166,-0.01124498,0,0.951208791,-0.018018018,0,0,0,0,-0.123893805,-0.047244094,-0.015037594,0.014814815,0,0,-0.046153846,0,-0.264705882,0.197674419,0.014492754,0,-0.014705882,-0.072463768,-0.054054054,0,0,-0.071428571,0,0.066666667,0,0,0,0,0.142857143,0.083333333,0,0,-0.033333333,0.032258065,-0.022222222,0.010869565,0,0.010989011,0.011111111,0.011235955,0
96,German Lake,,0,0,0,0.007407407,-0.007462687,0.511111111,-0.022727273,0.051851852,-0.0078125,0,0.007751938,0,0,0.052631579,-0.037037037,0.035714286,-0.481481481,-0.95,0.58974359,0,0,0.34375,0,0,0,0,0,0,-1.7,0.722222222,0,0,0,0,0,0,0,0,0,-0.5,1,0,0,0,0,0,-0.133333333,0.176470588,-0.214285714,-1.705882353,-1.695652174,0.693548387,0,0.631578947,0
97,Gervais Lake,,-0.012961508,0.006591702,-0.023028884,0.001907669,0.002293578,-0.011111111,-0.01061008,0.019497563,-0.007265774,0.33181473,0.001704545,0,0,0.666666667,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0.04,-1.625,0.055555556,-0.008403361,0,0,0,0,0,0,-4,-0.2,0.833333333,0,0,0,0.057142857,0.012121212,0,-0.061349693,-0.069364162,0.718918919,-0.519230769,-0.886075949,-0.026845638,0.052287582,-0.027586207
98,Glen Lake,,0,0.010638298,-0.017921147,-0.026995305,0.008,0.017281106,-0.018757327,0.003452244,0.331408776,0,0.003454231,0,-0.214285714,-0.029411765,-0.2,0,0.238095238,-0.25,0,0,0,0.05,0,-0.183098592,0.214285714,0.257575758,-0.306122449,0.15625,0.074074074,0.04,-0.020833333,0,0.12244898,0,-0.064516129,0,-0.444444444,0.300699301,0,0,-0.04,0,0,-0.057692308,0,0.066666667,-0.142857143,-0.125,0,0,0,0,0,0,0
99,Goetschel Lake,,0,0,0.008064516,-0.006097561,0.018181818,0.495884774,0.012244898,0.02892562,-0.008510638,-0.004219409,0.025210084,0,0,0.020833333,0.021276596,0.02173913,0.066666667,0.047619048,0.1,0.055555556,-0.058823529,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483870968,-0.9375,-1.774193548,-0.023255814,0.068181818,-0.024390244,0,0
100,Goggins Lake,,0,0,-0.007142857,-0.014184397,0,0.412587413,-0.05952381,0.08988764,0.012345679,-0.0125,0.024691358,0,0,0.036363636,0,0,0.018867925,0.076923077,0.333333333,-0.0625,0.058823529,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,-2,0,0.666666667,0,0,0
101,Golden Lake,,-0.00499002,-3.667328699,-0.012978723,0.008821676,0.000635728,0.040712468,-0.00132626,0.006843267,-0.000666815,0.038649489,0.009935305,0,1,0,0,0,0,0.25,-2,0.222222222,0,0.285714286,0,0.412060302,-0.47008547,0.308139535,-0.008403361,-0.033333333,-0.008064516,-0.068,0.014981273,-0.022813688,-0.026022305,0,0,-0.180851064,0.013513514,-0.01826484,0.004484305,0.018018018,0.055045872,0.019417476,0.00990099,0.02,0,-8.173913043,0.028436019,0.03902439,-0.012690355,-0.080200501,-0.030162413,-0.015765766,0.124168514,-0.005063291,0
102,Goose Lake,,0,0,0.008253095,0.04368932,-0.070340827,0.37601626,-0.266015201,0.268439108,0.014067995,0.005945303,0.172248804,0,0,0.021505376,-0.010989011,0.014492754,0.007352941,-0.785185185,0.56846473,0.057692308,0.020408163,0.104166667,0,0,0,0,0,0,-0.754716981,0.376344086,0,-0.172413793,0.022058824,0,0,0,0,0,0,0,0,0,-0.384615385,0,0,0,0.041025641,0.494652406,-1.015873016,-0.091863517,-0.956730769,0.495085995,-0.04379562,0,0.354312354
103,Grace Lake,,-0.053374089,-0.027901786,0.00412595,-0.001090275,0.003267262,0.342657343,0.001662234,-0.001665002,-0.00831117,0.01055061,-0.000333222,-2.7,0.900900901,0,0.181818182,0,-0.888888889,0,-0.117647059,0,0.578947368,0,0,0,0,0,0,0,-0.1,-0.090909091,0,-0.083333333,-0.076923077,0,0,0,0,0,0,0,0,0,0,0,-0.059405941,0.00623053,-0.02507837,0.064220183,0.009803922,0.02640264,-0.006779661,-0.013468013,-0.003322259,0.006622517,-0.02
104,Grass Lake,,0,-1.38837271,0.005279538,-0.468853009,0.061637062,-0.028941448,0.305639268,0.070322251,-3.535044091,0.667832897,0.451295347,0,-28.7558299,0.043794947,-0.845723652,0.079928952,-0.041221894,0.456756462,0.108411965,-6.506642648,0.744428113,0.580633803,0,-0.786021505,-0.009030704,-0.590095465,-0.036022514,-0.095979717,0.205551884,0.135607321,-0.754090472,-0.003292181,-0.171178562,0,-23.25937835,0.05054343,-0.84723127,0.069828954,-0.047230873,0.461558354,0.119014457,-6.386741536,0.732706004,0.910622084,0,-90.52534562,0.047328936,-0.77733735,-0.005620149,-0.042876575,0.448111603,0.110974106,-6.67961165,0.746974896,0.595705448
105,Haas Lake,,0.216808225,1,0,0,0,0,-0.03640257,-0.013429752,-0.308868502,0.22741433,-0.017137097,0.743455497,1,0,0,0,0,0.111111111,0,0.03125,-0.096774194,0,-0.6,1,0,0,0,0,0,0,0.041666667,-0.043478261,-0.041666667,0.4,1,0,0,0,0,-0.008333333,0.045454545,0.229437229,-0.376404494,0,0.351351351,1,0,0,0,0,-0.009950249,0.036124795,0.173764906,-0.272164948,0
