ID,LakeName,ResidentialCount_2004,ResidentialCount_2005,ResidentialCount_2006,ResidentialCount_2007,ResidentialCount_2008,ResidentialCount_2009,ResidentialCount_2010,ResidentialCount_2011,ResidentialCount_2012,ResidentialCount_2013,ResidentialCount_2014,ResidentialCount_2015,AgriculturalCount_2004,AgriculturalCount_2005,AgriculturalCount_2006,AgriculturalCount_2007,AgriculturalCount_2008,AgriculturalCount_2009,AgriculturalCount_2010,AgriculturalCount_2011,AgriculturalCount_2012,AgriculturalCount_2013,AgriculturalCount_2014,AgriculturalCount_2015,CommercialCount_2004,CommercialCount_2005,CommercialCount_2006,CommercialCount_2007,CommercialCount_2008,CommercialCount_2009,CommercialCount_2010,CommercialCount_2011,CommercialCount_2012,CommercialCount_2013,CommercialCount_2014,CommercialCount_2015,IndustrialCount_2004,IndustrialCount_2005,IndustrialCount_2006,IndustrialCount_2007,IndustrialCount_2008,IndustrialCount_2009,IndustrialCount_2010,IndustrialCount_2011,IndustrialCount_2012,IndustrialCount_2013,IndustrialCount_2014,IndustrialCount_2015,PublicCount_2004,PublicCount_2005,PublicCount_2006,PublicCount_2007,PublicCount_2008,PublicCount_2009,PublicCount_2010,PublicCount_2011,PublicCount_2012,PublicCount_2013,PublicCount_2014,PublicCount_2015
47,Charley Lake,0.95430651,0.949454104,0.950667206,0.950667206,0.951071573,0.95147594,0.990699555,1,0.950667206,0.953093409,0.617468662,0.618277396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.285714286,0.285714286,0.952380952,1,1,0.904761905,1,1,1,1,1,1,0,0,1,1,0.5,0.5,0.891156463,0.986394558,1,0.986394558,0.986394558,1,0.068027211,0.197278912,0.319727891,0.319727891,0.272108844,0.272108844
48,Christmas Lake,0.162366608,0.972038363,0.971227881,0.973389167,0.99621775,1,0.926381197,0.926111036,0.915439687,0.639335405,0.633256788,0.659867621,0,0.416139241,0.414556962,0.414556962,0.708860759,0.708860759,0.708860759,0.708860759,0.705696203,0.705696203,0.705696203,1,0,1,0.886138614,0.903465347,0.940594059,0.871287129,0.804455446,0.804455446,0.819306931,0.819306931,0.839108911,0.849009901,0.037037037,0.777777778,0.777777778,0.851851852,0.851851852,0.851851852,0.851851852,1,0.851851852,0.703703704,0.703703704,0.703703704,0.139037433,0.951871658,0.989304813,0.989304813,0.989304813,1,0.967914439,0.978609626,0.957219251,0.957219251,0.946524064,0.946524064
49,Chub Lake,0.73258427,0.690589888,0.567696629,0.594803371,0.596348315,0.608286517,0.769522472,0.760393258,0.921769663,1,0.914325843,0.912921348,1,0.943141153,0.934791252,0.870775348,0.867594433,0.868787276,0.947912525,0.942345924,0.961829026,0.966600398,0.96500994,0.963817097,0.535849057,0.645283019,0.486792453,0.501886792,0.509433962,0.524528302,0.558490566,0.920754717,0.935849057,0.886792453,0.939622642,1,0.719298246,0.614035088,0.403508772,0.403508772,0.403508772,0.403508772,0.614035088,0.789473684,0.859649123,0.719298246,0.859649123,1,0.703163017,0.682481752,0.549878345,0.542579075,0.537712895,0.596107056,0.823600973,0.889294404,0.933090024,0.957420925,1,0.98053528
50,Clear Lake,0,0.018316917,0.964748574,0.993951961,0.987731121,1,0.576118887,0.576118887,0.573872473,0.571971661,0.569725246,0.570070848,0,1,0.157088123,0.164750958,0.153895275,0.155172414,0.164112388,0.166666667,0.173690932,0.162835249,0.160280971,0.160280971,0,0.114285714,0.188571429,0.174285714,0.16,0.157142857,0.994285714,0.98,0.985714286,0.98,1,1,0,0,0.076923077,0.019230769,0.009615385,0.019230769,0.038461538,0.038461538,0.576923077,0.807692308,1,1,0,0,0.636576788,0.602579132,0.355216882,0.563892145,0.844079719,0.909730363,0.914419695,0.956623681,0.976553341,1
51,Cleary Lake,0.833684211,0.521403509,0,0,0,0,0.597894737,0.618245614,0.752982456,1,0.685614035,0.703157895,1,0.937062937,0,0,0,0,0.447552448,0.531468531,0.520979021,0.520979021,0.531468531,0.506993007,0,0.055555556,0,0,0,0,0,1,0.972222222,0.833333333,0.972222222,0.972222222,0,0,0,0,0,0,0,0,1,0,0,0,1,0.648648649,0,0,0,0,0.756756757,0.846846847,0.90990991,0.918918919,0.918918919,0.918918919
52,Cloverdale Lake,0,0,0.992079208,0.992079208,1,0.992079208,0.500990099,0.499009901,0.495049505,0.495049505,0.495049505,0.495049505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.961538462,0.961538462,1,0.961538462,0.961538462,0.961538462,0,0,0,0,0,0,0,0,0.333333333,1,1,1,0,0,0.431034483,0.448275862,0.206896552,0.413793103,1,0.931034483,0.931034483,0.620689655,0.620689655,0.620689655
53,Cobblecrest Lake,0,0.969469234,0.966337874,0.986378581,1,0.984969469,0.974949115,0.963989353,0.966337874,0.745890089,0.746359793,0.747768906,0,0.176470588,0.25,0.720588235,1,0.808823529,0.602941176,0.426470588,0.426470588,0.426470588,0.426470588,0.441176471,0,0.428282828,0.42020202,0.404040404,1,0.498989899,0.511111111,0.519191919,0.515151515,0.509090909,0.509090909,0.521212121,0,0.868852459,0.901639344,0.950819672,1,0.967213115,0.901639344,0.868852459,0.836065574,0.770491803,0.721311475,0.721311475,0,1,0.986111111,0.986111111,0.986111111,0.986111111,0.986111111,0.986111111,0.986111111,0.986111111,0.986111111,0.986111111
54,Cobblestone Lake,0.890222379,0.909636428,0.928344511,0.935404165,0.943963996,0.943434522,0.947670314,0.951464878,0.957642076,0.97776209,0.988792799,1,0.896551724,0.879310345,0.892241379,0.892241379,0.857758621,0.840517241,0.857758621,0.836206897,0.831896552,0.840517241,1,0.814655172,0.964735516,1,0.989924433,0.909319899,0.964735516,0.924433249,0.919395466,0.924433249,0.934508816,0.924433249,0.919395466,0.95465995,0.577777778,0.577777778,1,0.755555556,0.511111111,0.544444444,0.566666667,0.6,0.622222222,0.622222222,0.644444444,0.655555556,0.827586207,0.793103448,0.793103448,1,0.965517241,0.965517241,0.965517241,0.896551724,0.827586207,0.827586207,0.689655172,0.724137931
55,Colby Lake,0,0,0.930419544,0.959591795,1,0.975878775,0.495309762,0.495000515,0.502319349,0.527574477,0.540872075,0.545923101,0,0,0.390909091,0.354545455,0.318181818,0.309090909,0.345454545,1,0.254545455,0.218181818,0.236363636,0.236363636,0,0,0.052631579,0.052631579,0.052631579,0.052631579,1,1,0.842105263,0.789473684,0.789473684,0.789473684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.352572146,0.362609787,0.176913425,0.356336261,0.903387704,0.994981179,0.947302384,0.962358846,0.959849435,1
56,Coon Lake,0,0.128559805,0.984947111,1,0.993490643,0.995117982,0.994711147,0.993897478,0.996745321,0.998779496,0.99918633,0.997152156,0,1,0.043089092,0.042048293,0.037885096,0.039342215,0.038717735,0.039134055,0.055995004,0.055578684,0.055162365,0.055995004,0,0.147982063,1,1,0.959641256,0.932735426,0.910313901,0.901345291,0.883408072,0.860986547,0.838565022,0.816143498,0,0,0.428571429,1,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,0.571428571,0,0,1,1,0.810026385,0.812664908,0.836411609,0.836411609,0.839050132,0.841688654,0.844327177,0.849604222
57,Cornelia Lake,0,0.357080292,0.742092457,0.910072993,1,0.729051095,0.536934307,0.532068127,0.531386861,0.673479319,0.673868613,0.67377129,0,0.061953147,0.626587638,0.870025402,1,0.605701383,0.33784928,0.330510866,0.32938188,0.654247813,0.654247813,0.654247813,0,0.628571429,0.628571429,0.662857143,1,0.765714286,0.662857143,0.662857143,0.662857143,0.622857143,0.657142857,0.714285714,0,0.021003665,0.627149704,0.870312941,1,0.415562447,0.147448548,0.000563857,0.000563857,0.000563857,0.000563857,0.000845785,0,0.020422535,0.627323944,0.87028169,1,0.606478873,0.33915493,0.331830986,0.330704225,0.654929577,0.654929577,0.654929577
58,Courthouse Lake,1,0.849294163,0.282334987,0.28271652,0.286150324,0.286531858,0.829072873,0.822586799,0.832506677,0.946203739,0.838229683,0.841663487,1,0.97761194,0.156716418,0.164179104,0.119402985,0.074626866,0.574626866,0.917910448,0.78358209,0.694029851,0.73880597,0.917910448,0,0.197693575,0,0,0,0,0.085667216,0.86985173,0.691927512,0.586490939,0.939044481,1,0.29280397,0.218362283,0.089330025,0.089330025,0.089330025,0.089330025,0.320099256,0.816377171,0.657568238,0.488833747,1,0.923076923,1,0.778341794,0.209813875,0.209813875,0.225042301,0.221658206,0.737732657,0.839255499,0.820642978,0.774957699,0.837563452,0.844331641
59,Cowley Lake,0,0.846904701,0.85666581,0.998972515,0.995633188,0.99794503,1,0.999486257,0.998715643,0.656563062,0.657590547,0.661957359,0,0.275362319,1,0.204968944,0.209109731,0.196687371,0.200828157,0.207039337,0.200828157,0.207039337,0.207039337,0.223602484,0,0.869888476,0.832713755,0.87732342,0.851301115,0.888475836,0.881040892,0.933085502,0.895910781,0.955390335,1,0.985130112,0,0.891719745,0.936305732,0.968152866,0.968152866,0.987261146,0.974522293,1,0.910828025,0.923566879,0.923566879,0.910828025,0,0.296875,0.34375,0.640625,0.65625,0.65625,0.71875,0.8125,0.78125,0.8125,0.8125,1
60,Crane Lake,0,0.960523296,0.922653202,0.929079642,0.996098233,1,0.993344044,0.97154005,0.968556346,0.641037411,0.641037411,0.641496443,0,0.431654676,0.489208633,0.489208633,0.978417266,1,1,0.884892086,0.884892086,0.884892086,0.884892086,0.884892086,0,0.776371308,0.776371308,0.772151899,1,0.818565401,0.827004219,0.831223629,0.831223629,0.835443038,0.860759494,0.902953586,0,0.079365079,0.404761905,0.388888889,0.761904762,0.857142857,0.873015873,0.873015873,1,0.349206349,0.333333333,0.19047619,0,0.75,0.766666667,0.766666667,0.9,0.9,0.9,0.9,0.9,0.9,1,1
61,Crooked Lake,0,0.18252762,0.984187759,0.998860116,0.997047992,0.999386216,1,0.999240077,0.999415444,0.9452271,0.945899339,0.95080961,0,1,0.00566767,0.004719961,0.004218233,0.004143903,0.003939495,0.00390233,0.004013825,0.004013825,0.003920913,0.003958078,0,0.917287014,0.957402812,0.977253929,1,0.954094293,0.949958644,0.945822994,0.948717949,0.933829611,0.928866832,0.926385443,0,0.054393305,0.920502092,0.983263598,0.979079498,1,0.970711297,0.970711297,0.970711297,0.949790795,0.937238494,0.912133891,0,0.020168067,0.990756303,0.967647059,0.923529412,0.924789916,0.932352941,0.95,1,0.977731092,0.977310924,0.965966387
62,Crystal Lake,0.99884859,0.99884859,0.99884859,0.99884859,1,0.998272884,0.998272884,0.997697179,0.998272884,0.998272884,0.998272884,0.995970063,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.75,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
63,Cynthia Lake,0.910569106,0.552845528,0,0,0,0,0.544715447,0.617886179,0.81300813,1,0.670731707,0.668699187,1,0.64764268,0,0,0,0,0.630272953,0.674937965,0.672456576,0.652605459,0.667493797,0.672456576,0,0.181818182,0,0,0,0,0,1,0.954545455,0.818181818,0.909090909,0.863636364,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.261904762,0.166666667,0,0,0,0,0.714285714,0.761904762,0.761904762,0.80952381,0.857142857,1
64,Dan Patch Lake,0.921907684,0.658067215,0.05926649,0.05926649,0.059405941,0.057871984,0.694045461,0.685678427,0.716775903,1,0.679263701,0.682749965,1,0.774647887,0,0,0,0,0.535211268,0.845070423,0.816901408,0.647887324,0.901408451,0.647887324,0,0.269868996,0.00349345,0.00349345,0.00349345,0.00349345,0.00349345,1,0.944104803,0.772052402,0.988646288,0.986899563,0.3550447,0.279693487,0.003831418,0.002554278,0.010217114,0.005108557,0.43550447,1,0.913154534,0.680715198,0.997445722,0.977011494,1,0.674870466,0.002590674,0.002590674,0.005181347,0.005181347,0.731865285,0.778497409,0.78626943,0.78626943,0.810880829,0.79015544
65,DeMontreville Lake,0,0,1,0.967871486,0.9437751,0.975903614,0.502008032,0.485943775,0.485943775,0.477911647,0.481927711,0.457831325,0,0,0.714285714,0.714285714,0.714285714,0.714285714,0.714285714,1,0.571428571,0.571428571,0.571428571,0.571428571,0,0,0,0,0,0,0.5,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.854166667,0.729166667,0.375,0.770833333,0.75,1,0.833333333,0.833333333,0.791666667,0.791666667
66,Dean Lake,0.892238864,0.645594242,0.000778059,0.000778059,0.000778059,0.000778059,0.690527135,0.694806458,0.711534721,1,0.704143163,0.703170589,1,0.666666667,0.033333333,0.033333333,0.016666667,0.016666667,0.433333333,0.45,0.4,0.5,0.566666667,0.55,0,0.199152542,0,0,0,0,0,0.961864407,0.881355932,0.685381356,0.952330508,1,0.453146853,0.31048951,0,0,0,0,0.404195804,0.997202797,0.883916084,0.616783217,0.960839161,1,1,0.617977528,0,0,0,0,0.646869984,0.72070626,0.722311396,0.703049759,0.739967897,0.757624398
67,Deeg Lake,0.954052329,0.977026165,0.978940651,0.996383748,0.996383748,0.995851946,0.993405658,0.993192938,0.993192938,0.992767496,1,0.997553712,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.885441527,0.940334129,0.945107399,0.980906921,0.966587112,0.964200477,0.973747017,0.983293556,0.997613365,0.997613365,0.997613365,1,1,1,1,0.931034483,0.931034483,0.965517241,0.965517241,0.965517241,0.965517241,0.965517241,0.965517241,0.965517241,1,1,1,1,1,1,1,0.888888889,0.888888889,0.888888889,0.666666667,0.666666667
68,Deep Lake,0.738124239,0.777101096,0.869671133,0.869671133,0.87454324,0.903775883,0.946406821,0.943970767,0.934226553,1,0.599269184,0.630937881,0.137931034,1,0.91954023,0.942528736,0.724137931,0.724137931,0.701149425,0.701149425,0.689655172,0.689655172,0.666666667,0.701149425,0,0.8,0,0.8,0.8,0.8,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.777777778,0.777777778,1,1,1,1,0.222222222,0.222222222,0.222222222,0.222222222,0.19047619,0.206349206
69,Diamond Lake,0,0.594031922,0.99722415,1,0.990978487,0.993060375,0.9944483,0.996530187,0.998612075,0.786953505,0.78834143,0.79389313,0,1,0.091538462,0.086153846,0.086153846,0.083846154,0.083076923,0.085384615,0.09,0.088461538,0.099230769,0.222307692,0,1,0.45483871,0.487096774,0.509677419,0.522580645,0.509677419,0.490322581,0.470967742,0.490322581,0.470967742,0.477419355,0,0.095238095,0.938095238,0.923809524,0.961904762,0.971428571,0.99047619,0.961904762,0.971428571,0.961904762,1,0.99047619,0,0.13836478,0.962264151,0.937106918,0.962264151,0.937106918,0.937106918,0.937106918,1,1,1,0.974842767
70,Downs Lake,0,0,1,1,0.997229917,1,0.520775623,0.520775623,0.504155125,0.504155125,0.498614958,0.501385042,0,0,0.75,0.75,0.75,0.75,1,0.875,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.694444444,0.694444444,0.361111111,0.694444444,1,0.888888889,0.722222222,0.722222222,0.722222222,0.722222222
71,DuBay Lake,0,0.986951983,0.985647182,0.998173278,0.996868476,0.993215031,0.998956159,1,0.997390397,0.628653445,0.634394572,0.651356994,0,0.605947955,0.594795539,0.587360595,0.643122677,0.594795539,0.617100372,0.687732342,0.657992565,0.676579926,1,0.710037175,0,0.9375,0.890625,0.984375,0.96875,0.96875,1,0.828125,0.890625,0.890625,0.953125,0.953125,0,0.538461538,0.538461538,0.58974359,0.58974359,1,1,0.846153846,0.794871795,0.769230769,0.769230769,0.769230769,0,0.94047619,0.976190476,0.976190476,1,0.80952381,0.80952381,0.80952381,0.892857143,0.916666667,0.952380952,0.952380952
72,Duck Lake,0,0.9878003,0.973723724,0.977477477,1,0.987987988,0.988363363,0.986861862,0.994932432,0.629316817,0.628941441,0.629129129,0,0.406593407,0.516483516,0.505494505,1,1,1,1,1,1,1,1,0,0.493670886,0.481012658,0.481012658,0.607594937,0.544303797,0.544303797,0.569620253,1,0.582278481,0.582278481,0.582278481,0,0.666666667,1,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.333333333,0.666666667,0.333333333,0,0.984251969,0.992125984,0.992125984,1,1,1,0.984251969,0.984251969,1,1,1
73,Dutch Lake,0,1,0.997386304,0.970203868,0.966021955,0.983272347,0.978567695,0.975953999,0.978567695,0.630423419,0.636173549,0.651332985,0,0.743589744,0.730769231,0.679487179,0.653846154,0.653846154,0.807692308,0.756410256,0.794871795,0.871794872,1,0.846153846,0,0.272727273,0.272727273,0.272727273,0.294117647,0.272727273,0.336898396,0.336898396,0.336898396,0.336898396,0.35828877,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0.830508475,0.86440678,0.86440678,0.86440678,0.86440678,0.898305085,0.898305085,0.898305085,1,1,0.93220339
74,Eagle Lake,0.894736842,0.909774436,0.932330827,0.954887218,1,0.992481203,0.691729323,0.691729323,0.661654135,0.819548872,0.706766917,0.706766917,0.949790795,0.962343096,0.949790795,0.949790795,0.941422594,0.953974895,0.970711297,0.953974895,0.970711297,0.953974895,1,1,0,0,0,0,0,0,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0.823529412,0.823529412,0.823529412,0.823529412,0.823529412,0.941176471
75,Eagle Point Lake,0,0,0.987654321,0.987654321,1,0.987654321,0.543209877,0.543209877,0.543209877,0.543209877,0.543209877,0.543209877,0,0,1,1,1,1,0.333333333,0.333333333,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.888888889,0.888888889,0.444444444,0.888888889,1,1,1,1,1,1
76,Earley Lake,1,0.999513264,1,0.999513264,0.999026527,0.997566318,0.998296422,0.999269895,0.998783159,0.997809686,0.997809686,0.995376004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.834745763,0.809322034,0.860169492,0.983050847,0.991525424,1,0.961864407,0.961864407,0.953389831,0.953389831,0.944915254,0.978813559,1,1,0.925925926,0.925925926,0.925925926,0.851851852,0.740740741,0.740740741,0.740740741,0.740740741,0.740740741,0.814814815,1,1,1,1,1,1,1,1,1,1,1,1
77,East Boot Lake,0,0,1,1,0.666666667,0.666666667,0.666666667,0.666666667,0.5,0.333333333,0.333333333,0.333333333,0,0,0.75,0.75,0.75,0.75,1,0.833333333,0.666666667,0.833333333,0.833333333,0.833333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.6875,0.6875,0.375,0.8125,1,0.75,0.75,0.75,0.75,0.75
78,East Lake,0.75928721,0.789765811,0.897025172,0.9125566,0.921515166,0.924192999,0.938166415,0.937874288,0.962120843,0.978772092,0.996397098,1,0.312528683,1,0.402937127,0.363469481,0.293712712,0.298760899,0.295548417,0.293253786,0.301973382,0.302432308,0.319412575,0.304268013,0.801980198,0.891089109,0.967821782,0.99009901,0.995049505,0.99009901,0.975247525,0.98019802,0.975247525,0.975247525,0.995049505,1,1,0.8625,0.825,0.7875,0.8,0.8,0.8,0.7625,0.7625,0.7625,0.7625,0.6625,0.971910112,0.904494382,0.938202247,0.915730337,0.926966292,1,0.988764045,0.949438202,0.943820225,0.938202247,0.882022472,0.882022472
79,East Twin Lake,0,0.196721311,0.985655738,0.990778689,0.989754098,0.990778689,0.991803279,0.99692623,0.99897541,0.99795082,1,1,0,1,0.207526882,0.209677419,0.2,0.226344086,0.224193548,0.218817204,0.237096774,0.245698925,0.243548387,0.243548387,0,1,0.323529412,0.470588235,0.5,0.470588235,0.470588235,0.411764706,0.411764706,0.382352941,0.352941176,0.352941176,0,0,0.785714286,0.785714286,0.797619048,1,1,1,1,1,1,1,0,0,1,1,0.714285714,0.714285714,0.755102041,0.734693878,0.734693878,0.755102041,0.734693878,0.734693878
80,Echo Lake,0.110326567,0.110326567,1,0.98940865,0.997352162,0.990291262,0.553398058,0.553398058,0.553398058,0.556928508,0.521624007,0.52250662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0.909090909,0.954545455,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0.068493151,0.068493151,0.452054795,0.452054795,0.273972603,0.452054795,0.931506849,0.931506849,1,1,0.98630137,0.945205479
81,Edina Lake,0,0.476178056,0.576334551,0.576073726,0.876108503,0.86845766,0.866892714,0.813336811,0.81324987,0.999826117,1,0.999826117,0,0.201897906,0.335951134,0.335732984,0.710732984,0.70113438,0.70113438,0.634816754,0.634816754,1,1,1,0,0.087789474,0.641368421,0.516421053,0.967894737,1,0.740842105,0.673263158,0.665052632,0.529052632,0.389263158,0.457684211,0,0.096025437,0.606677266,0.508267091,0.992050874,1,0.799841017,0.689825119,0.689984102,0.853736089,0.747853736,0.801589825,0,0.037922506,0.150865622,0.154163232,0.271228359,0.271228359,0.3215169,0.322341303,0.272052762,1,1,1
82,Edith Lake,0,0,1,0.987878788,0.985858586,0.995959596,0.531313131,0.531313131,0.484848485,0.492929293,0.488888889,0.478787879,0,0,0.6,0.575,0.6,0.575,0.975,1,0.6,0.6,0.55,0.575,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.76056338,0.816901408,0.415492958,0.830985915,0.957746479,1,0.915492958,0.901408451,0.901408451,0.845070423
83,Egg Lake,0,0.001639942,0.907434402,0.939139942,1,0.95335277,0.489978134,0.489795918,0.486516035,0.487791545,0.487062682,0.491071429,0,0.786324786,1,1,0.982905983,0.94017094,0.94017094,0.94017094,0.871794872,0.905982906,0.837606838,0.760683761,0,0.062615101,0.025782689,0.02946593,0.023941068,0.016574586,0.486187845,0.482504604,0.972375691,0.990791897,1,0.977900552,0,0,0.057291667,0.057291667,0.041666667,0.052083333,0.049479167,0.049479167,0.9765625,0.986979167,0.994791667,1,0,0,0.470689655,0.498275862,0.272413793,0.498275862,0.927586207,0.951724138,0.965517241,0.989655172,0.996551724,1
84,Elmo Lake,0,0,1,1,1,1,0.507462687,0.507462687,0.507462687,0.507462687,0.507462687,0.507462687,0,0,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.5,0.5,0.5,0.5,1,1,1,1,1,1
85,Fahlstrom Pond,0,0,0.983783784,0.978378378,0.978378378,1,0.540540541,0.545945946,0.508108108,0.502702703,0.508108108,0.508108108,0,0,0.894736842,0.921052632,0.894736842,0.921052632,1,1,0.842105263,0.763157895,0.763157895,0.763157895,0,0,0,0,0,0,0.75,0.75,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.75,0.75,0.35,0.75,0.9,1,0.9,1,1,0.9
86,Farquar Lake,0.884335155,0.907559199,0.966757741,0.965543412,0.965543412,0.972677596,0.982999393,0.99863388,0.999544627,0.999544627,0.999241044,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.125,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.25,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1
87,Fireman's Clayhole Lake,0.902077151,0.982937685,0.975519288,0.977002967,1,0.997774481,0.728486647,0.727002967,0.895400593,0.769287834,0.81231454,0.903560831,1,0.44973545,0.423280423,0.402116402,0.396825397,0.322751323,0.423280423,0.417989418,0.423280423,0.391534392,0.746031746,0.375661376,0,0,0,0,0,0,0.991189427,1,0.982378855,0.986784141,0.995594714,0.960352423,0.625,1,1,1,0.75,0.75,0.75,0.75,0.75,0.75,1,0.5,0.788819876,0.847826087,0.776397516,0.770186335,0.785714286,0.788819876,0.885093168,0.909937888,0.953416149,0.928571429,0.962732919,1
88,Fish Lake,0.913211249,0.931066056,0.990451275,0.989470242,0.989470242,0.988881622,0.970372793,0.985415304,0.990712884,1,0.991890124,0.998953564,0.178571429,0.285714286,0.964285714,0.875,0.821428571,0.821428571,1,1,0.821428571,0.821428571,0.892857143,0.857142857,0.890681004,0.917562724,0.946236559,0.949820789,0.949820789,0.9390681,1,1,0.992831541,0.960573477,0.935483871,0.933691756,1,0.956790123,0.907407407,0.845679012,0.808641975,0.808641975,0.808641975,0.765432099,0.87654321,0.858024691,0.858024691,0.919753086,0.135802469,0.160493827,0.395061728,0.444444444,0.333333333,0.444444444,0.851851852,1,0.950617284,0.950617284,0.950617284,0.901234568
89,Forest Lake,0,0,0.996720236,0.989504756,1,0.997048213,0.51721876,0.514594949,0.50639554,0.505739587,0.50541161,0.504099705,0,0,0.636363636,0.545454545,0.409090909,0.363636364,1,1,0.545454545,0.545454545,0.545454545,0.545454545,0,0,0,0,0,0,0.992957746,0.985915493,1,0.992957746,0.985915493,0.987676056,0,0,0.055555556,0.055555556,0.055555556,0.055555556,0.111111111,0.111111111,1,1,1,1,0,0,0.850961538,0.860576923,0.427884615,0.853365385,0.942307692,1,0.995192308,0.995192308,0.995192308,0.951923077
90,French Lake,0,0.675577157,0.67436209,0.959902795,0.956257594,0.955042527,1,0.993924666,0.995139733,0.687727825,0.67800729,0.680437424,0,0.3798627,1,0.359267735,0.659038902,0.359267735,0.361556064,0.370709382,0.409610984,0.395881007,0.405034325,0.434782609,0,0.758241758,0.769230769,0.934065934,0.912087912,0.912087912,0.89010989,0.89010989,1,0.967032967,0.923076923,0.945054945,0,0.854304636,0.860927152,0.927152318,0.947019868,1,0.986754967,0.986754967,0.947019868,0.966887417,0.98013245,0.993377483,0,0.818181818,0.636363636,0.727272727,0.681818182,0.636363636,0.727272727,1,1,1,1,1
91,Friedrich's Pond,0,0,1,0.971014493,0.927536232,0.913043478,0.47826087,0.47826087,0.471014493,0.471014493,0.471014493,0.463768116,0,0,1,1,1,1,1,1,0.833333333,0.833333333,0.833333333,0.833333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0.538461538,0.461538462,0.230769231,0.461538462,1,1,1,1,1,1
92,Gables Lake,0,0,0.973850197,0.973061761,1,0.982260184,0.506044678,0.508015769,0.502233903,0.503022339,0.520762155,0.544940867,0,0,0.987315011,0.961945032,0.972515856,0.964059197,0.987315011,1,0.830866808,0.807610994,0.811839323,0.773784355,0,0,0,0,0,0,1,1,0.581395349,0.581395349,0.581395349,0.604651163,0,0,0,0,0,0,0,0,0.333333333,0.333333333,1,1,0,0,0.721238938,0.71460177,0.360619469,0.710176991,0.946902655,0.982300885,0.951327434,0.955752212,1,0.988938053
93,Gaystock Lake,0.605643994,0.727930535,0.942836469,0.96382055,0.984081042,1,0.63748191,0.636034732,0.633863965,0.674384949,0.687409551,0.691751085,0.923976608,0.906432749,0.929824561,0.935672515,0.935672515,0.947368421,0.98245614,0.947368421,0.953216374,0.964912281,0.953216374,1,0,0,0,0,0,0,0.6875,0.8125,0.875,0.8125,1,0.875,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,1,0.273381295,0.273381295,0.273381295,0.287769784,0.287769784,0.316546763,0.251798561,0.251798561,0.251798561,1,0.309352518,0.28057554
